1087	1825.90480541  1754.06202577  0.0
2174	1620.16669851  1526.75176598  2.27373675443e-13
3261	1511.37984606  1414.41101642  0.0
4348	1474.1687213  1369.03623078  -2.27373675443e-13
5435	1441.92579593  1343.47314869  0.0
6522	1378.852405  1279.60698334  0.0
7609	1384.05279473  1279.78917465  0.0
8696	1362.22291503  1258.79429096  2.27373675443e-13
9783	1333.5065076  1238.18796938  0.0
10870	1328.81598946  1233.48916648  -2.27373675443e-13
